,Team,Elo
93,"Ferrothorn_Utility, Amoonguss_Pivot, Scrafty_Dragon Dance, Smeargle_Lead, Arcanine_Offensive, Manectric-Mega_Special Attacker",978.7198810396058
94,"Bronzong_Tank, Landorus-Therian_Defensive, Talonflame_Bulky Swords Dance, Scrafty_Dragon Dance, Zapdos_Specially Defensive, Ferrothorn_Utility",1012.610562871343
95,"Hitmontop_Defensive Rapid Spin, Weavile_All-out Attacker, Talonflame_Offensive Swords Dance, Smeargle_Suicide Lead, Bronzong_Defensive, Arcanine_Offensive",928.8327025071342
96,"Talonflame_Revenge Killer, Arcanine_Offensive, Amoonguss_Pivot, Thundurus_Thunder Wave + 3 Attacks, Landorus-Therian_Choice Scarf, Smeargle_Suicide Lead",910.5791430992849
97,"Scrafty_Dragon Dance, Weavile_All-out Attacker, Ferrothorn_Utility, Smeargle_Suicide Lead, Amoonguss_Pivot, Bronzong_Trick Room Support",796.5124015368136
98,"Crobat_BRAVE BAT (Choice Band), Scrafty_Dragon Dance, Smeargle_Suicide Lead, Porygon2_Defensive, Manectric_Special Attacker, Thundurus_Thunder Wave + 3 Attacks",843.8775254232802
99,"Mantyke_Rain Dance, Amoonguss_Pivot, Landorus-Therian_Offensive, Hitmontop_Defensive Rapid Spin, Cresselia_Trick Room, Smeargle_Lead",981.3896495306374
100,"Talonflame_Offensive Swords Dance, Bronzong_Offensive Trick Room, Ferrothorn_Utility, Smeargle_Lead, Amoonguss_Pivot, Cresselia_Support",893.9130736825654
101,"Scrafty_Dragon Dance, Thundurus_Thunder Wave + 3 Attacks, Bronzong_Special Tank, Cresselia_Trick Room, Ferrothorn_Utility, Arcanine_Offensive",826.5109902129187
102,"Thundurus_Mixed Attacker, Scrafty_Dragon Dance, Bronzong_Offensive Trick Room, Smeargle_Lead, Talonflame_Revenge Killer, Ferrothorn_Utility",1068.2205830579671
103,"Arcanine_Defensive, Weavile_All-out Attacker, Manectric_Special Attacker, Landorus-Therian_Defensive, Scrafty_Dragon Dance, Cresselia_Trick Room",1156.3675230753654
104,"Scrafty_Dragon Dance, Thundurus_Mixed Attacker, Arcanine_Defensive, Manectric_Special Attacker, Talonflame_Bulky Swords Dance, Landorus-Therian_Defensive",1064.0554468429973
105,"Crobat_BRAVE BAT (Choice Band), Zapdos_Physically Defensive, Smeargle_Lead, Porygon2_Offensive, Scrafty_Dragon Dance, Bronzong_Tank",870.8863851342436
106,"Amoonguss_Pivot, Smeargle_Lead, Scrafty_Dragon Dance, Klefki_Dual Screens, Landorus-Therian_Offensive, Bronzong_Special Tank",1028.5615170757153
107,"Manectric_Special Attacker, Thundurus_Mixed Attacker, Arcanine_Offensive, Zapdos_Physically Defensive, Bronzong_Offensive Trick Room, Ferrothorn_Utility",1154.0941336265494
108,"Bronzong_Offensive Trick Room, Scrafty_Dragon Dance, Crobat_Support, Thundurus_Mixed Attacker, Mantyke_Rain Dance, Amoonguss_Pivot",827.9570555077465
109,"Landorus-Therian_Offensive, Ferrothorn_Utility, Cresselia_Calm Mind, Smeargle_Lead, Scrafty_Dragon Dance, Amoonguss_Pivot",749.4277321145569
110,"Landorus-Therian_Offensive, Thundurus_Mixed Attacker, Arcanine_Defensive, Scrafty_Dragon Dance, Ferrothorn_Utility, Talonflame_Offensive Swords Dance",1076.543958013277
111,"Talonflame_Revenge Killer, Amoonguss_Pivot, Arcanine_Defensive, Porygon2_Offensive, Thundurus_Nasty Plot, Cresselia_Trick Room",1143.4952402929841
112,"Talonflame_Revenge Killer, Smeargle_Suicide Lead, Arcanine_Defensive, Cresselia_Trick Room, Bronzong_Tank, Amoonguss_Pivot",747.235850823562
113,"Cresselia_Trick Room, Jumpluff_Swords Dance, Bronzong_Tank, Thundurus_Thunder Wave + 3 Attacks, Amoonguss_Pivot, Talonflame_Bulky Swords Dance",927.5422354066636
114,"Landorus-Therian_Defensive, Scrafty_Dragon Dance, Arcanine_Defensive, Amoonguss_Pivot, Manectric_Special Attacker, Cresselia_Trick Room",845.8323917916722
115,"Butterfree_Quiver Dance, Amoonguss_Pivot, Thundurus_Thunder Wave + 3 Attacks, Landorus-Therian_Choice Scarf, Ferrothorn_Utility, Talonflame_Specially Defensive",966.9761860130802
116,"Smeargle_Lead, Amoonguss_Pivot, Thundurus_Nasty Plot, Scrafty_Dragon Dance, Cresselia_Defensive, Bronzong_Trick Room Support",941.7707686504995
117,"Ferrothorn_Utility, Scrafty_Dragon Dance, Arcanine_Offensive, Smeargle_Lead, Talonflame_Revenge Killer, Bronzong_Tank",937.8008071274238
118,"Scrafty_Dragon Dance, Ferrothorn_Utility, Thundurus_Mixed Attacker, Zapdos_Physically Defensive, Smeargle_Lead, Amoonguss_Pivot",883.7458282858713
119,"Scrafty_Dragon Dance, Arcanine_Offensive, Bronzong_Tank, Amoonguss_Pivot, Weavile_All-out Attacker, Smeargle_Suicide Lead",1129.973986762015
120,"Weavile_All-out Attacker, Scrafty_Dragon Dance, Cresselia_Support, Thundurus_Nasty Plot, Amoonguss_Pivot, Manectric-Mega_Special Attacker",1216.7262017739195
121,"Talonflame_Offensive Swords Dance, Ferrothorn_Utility, Arcanine_Offensive, Bronzong_Defensive, Thundurus_Mixed Attacker, Amoonguss_Pivot",884.4169185503971
122,"Smeargle_Suicide Lead, Arcanine_Offensive, Bronzong_Defensive, Scrafty_Dragon Dance, Raichu_Nasty Plot, Talonflame_Revenge Killer",1234.8018392025122
123,"Amoonguss_Pivot, Manectric_Special Attacker, Cresselia_Support, Talonflame_Specially Defensive, Landorus-Therian_Offensive, Smeargle_Suicide Lead",1078.9796275569047
124,"Amoonguss_Pivot, Bronzong_Defensive, Ferrothorn_Utility, Arcanine_Offensive, Smeargle_Lead, Thundurus_Nasty Plot",949.5402347175094
125,"Talonflame_Offensive Swords Dance, Ferrothorn_Utility, Smeargle_Suicide Lead, Cresselia_Calm Mind, Bronzong_Defensive, Thundurus_Thunder Wave + 3 Attacks",1080.046923446246
126,"Smeargle_Lead, Manectric_Special Attacker, Amoonguss_Pivot, Scrafty_Dragon Dance, Bronzong_Defensive, Arcanine_Offensive",1088.7343212352605
127,"Talonflame_Bulky Swords Dance, Ferrothorn_Utility, Scrafty_Dragon Dance, Bronzong_Offensive Trick Room, Smeargle_Suicide Lead, Weavile_All-out Attacker",1136.7542729703764
128,"Smeargle_Suicide Lead, Crobat_BRAVE BAT (Choice Band), Bronzong_Special Tank, Talonflame_Offensive Swords Dance, Scrafty_Dragon Dance, Thundurus_Nasty Plot",850.378063222597
129,"Scrafty_Dragon Dance, Ferrothorn_Utility, Talonflame_Offensive Swords Dance, Mantyke_Rain Dance, Smeargle_Suicide Lead, Weavile_All-out Attacker",823.520924525828
130,"Thundurus_Nasty Plot, Talonflame_Revenge Killer, Amoonguss_Pivot, Smeargle_Lead, Hitmontop_Defensive Rapid Spin, Arcanine_Defensive",1109.8565767874813
131,"Landorus-Therian_Choice Scarf, Bronzong_Trick Room Support, Manectric_Special Attacker, Whimsicott_Applaud & Attack (Offensive), Amoonguss_Pivot, Smeargle_Lead",1076.3406278864484
132,"Smeargle_Lead, Thundurus_Mixed Attacker, Manectric-Mega_Special Attacker, Ferrothorn_Utility, Arcanine_Defensive, Amoonguss_Pivot",916.1133079547081
133,"Scrafty_Dragon Dance, Ferrothorn_Utility, Talonflame_Offensive Swords Dance, Klefki_Screens, Thundurus_Thunder Wave + 3 Attacks, Smeargle_Lead",1016.5417337235027
134,"Scrafty_Dragon Dance, Ferrothorn_Utility, Talonflame_Revenge Killer, Arcanine_Defensive, Cresselia_Trick Room, Manectric_Special Attacker",1008.2980089790449
135,"Amoonguss_Pivot, Thundurus_Mixed Attacker, Smeargle_Suicide Lead, Crobat_Support, Arcanine_Offensive, Scrafty_Dragon Dance",777.481138505997
136,"Zapdos_Physically Defensive, Smeargle_Lead, Bronzong_Tank, Manectric-Mega_Special Attacker, Thundurus_Nasty Plot, Talonflame_Offensive Swords Dance",1020.4566916893609
137,"Scrafty_Dragon Dance, Cresselia_Trick Room, Arcanine_Offensive, Smeargle_Suicide Lead, Ferrothorn_Utility, Amoonguss_Pivot",899.1701979942629
138,"Scrafty_Dragon Dance, Talonflame_Specially Defensive, Amoonguss_Pivot, Smeargle_Suicide Lead, Ferrothorn_Utility, Cresselia_Support",979.959777755105
139,"Klefki_Spikes, Amoonguss_Pivot, Scrafty_Dragon Dance, Smeargle_Suicide Lead, Crobat_Support, Arcanine_Defensive",1227.1856960510972
140,"Arcanine_Offensive, Bronzong_Defensive, Ferrothorn_Utility, Cresselia_Trick Room, Amoonguss_Pivot, Thundurus_Nasty Plot",1036.9563170296758
141,"Thundurus_Nasty Plot, Manectric-Mega_Special Attacker, Smeargle_Lead, Amoonguss_Pivot, Talonflame_Offensive Swords Dance, Scrafty_Dragon Dance",1160.2406134615371
